Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[disease]	Characteristics[genotype]	Characteristics[developmental stage]	Characteristics[progenitor cell type]	Characteristics[cell type]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_STRAND]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[stimulus]	Factor Value[sampling time point]	Unit[time unit]
SM31	ERS2599933	SAMEA4779988	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM31	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM31_2_S31	group 25	sequencing assay	ERX2700465	SM31_2_S31_R1_001.fastq.gz	SM31_2_S31_R1_001.fastq.gz	ERR2685929	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685929/ERR2685929.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM31	ERS2599933	SAMEA4779988	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM31	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM31_3_S31	group 25	sequencing assay	ERX2700465	SM31_3_S31_R1_001.fastq.gz	SM31_3_S31_R1_001.fastq.gz	ERR2685930	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685930/ERR2685930.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM31	ERS2599933	SAMEA4779988	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM31	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM31_4_S31	group 25	sequencing assay	ERX2700465	SM31_4_S31_R1_001.fastq.gz	SM31_4_S31_R1_001.fastq.gz	ERR2685931	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685931/ERR2685931.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM31	ERS2599933	SAMEA4779988	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM31	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM31_S31	group 25	sequencing assay	ERX2700465	SM31_S31_R1_001.fastq.gz	SM31_S31_R1_001.fastq.gz	ERR2685932	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685932/ERR2685932.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM32	ERS2599934	SAMEA4779989	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM32	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM32_2_S32	group 26	sequencing assay	ERX2700466	SM32_2_S32_R1_001.fastq.gz	SM32_2_S32_R1_001.fastq.gz	ERR2685933	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685933/ERR2685933.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM32	ERS2599934	SAMEA4779989	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM32	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM32_3_S32	group 26	sequencing assay	ERX2700466	SM32_3_S32_R1_001.fastq.gz	SM32_3_S32_R1_001.fastq.gz	ERR2685934	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685934/ERR2685934.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM32	ERS2599934	SAMEA4779989	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM32	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM32_4_S32	group 26	sequencing assay	ERX2700466	SM32_4_S32_R1_001.fastq.gz	SM32_4_S32_R1_001.fastq.gz	ERR2685935	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685935/ERR2685935.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM32	ERS2599934	SAMEA4779989	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM32	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM32_S32	group 26	sequencing assay	ERX2700466	SM32_S32_R1_001.fastq.gz	SM32_S32_R1_001.fastq.gz	ERR2685936	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685936/ERR2685936.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM33	ERS2599935	SAMEA4779990	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM33	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM33_2_S33	group 27	sequencing assay	ERX2700467	SM33_2_S33_R1_001.fastq.gz	SM33_2_S33_R1_001.fastq.gz	ERR2685937	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685937/ERR2685937.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM33	ERS2599935	SAMEA4779990	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM33	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM33_3_S33	group 27	sequencing assay	ERX2700467	SM33_3_S33_R1_001.fastq.gz	SM33_3_S33_R1_001.fastq.gz	ERR2685938	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685938/ERR2685938.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM33	ERS2599935	SAMEA4779990	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM33	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM33_4_S33	group 27	sequencing assay	ERX2700467	SM33_4_S33_R1_001.fastq.gz	SM33_4_S33_R1_001.fastq.gz	ERR2685939	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685939/ERR2685939.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM33	ERS2599935	SAMEA4779990	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM33	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM33_S33	group 27	sequencing assay	ERX2700467	SM33_S33_R1_001.fastq.gz	SM33_S33_R1_001.fastq.gz	ERR2685940	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685940/ERR2685940.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	12	hour
SM19	ERS2599936	SAMEA4779991	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM19	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM19_2_S19	group 28	sequencing assay	ERX2700468	SM19_2_S19_R1_001.fastq.gz	SM19_2_S19_R1_001.fastq.gz	ERR2685941	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685941/ERR2685941.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM19	ERS2599936	SAMEA4779991	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM19	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM19_3_S19	group 28	sequencing assay	ERX2700468	SM19_3_S19_R1_001.fastq.gz	SM19_3_S19_R1_001.fastq.gz	ERR2685942	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685942/ERR2685942.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM19	ERS2599936	SAMEA4779991	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM19	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM19_4_S19	group 28	sequencing assay	ERX2700468	SM19_4_S19_R1_001.fastq.gz	SM19_4_S19_R1_001.fastq.gz	ERR2685943	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685943/ERR2685943.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM19	ERS2599936	SAMEA4779991	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM19	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM19_S19	group 28	sequencing assay	ERX2700468	SM19_S19_R1_001.fastq.gz	SM19_S19_R1_001.fastq.gz	ERR2685944	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685944/ERR2685944.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM20	ERS2599937	SAMEA4779992	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM20	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM20_2_S20	group 29	sequencing assay	ERX2700469	SM20_2_S20_R1_001.fastq.gz	SM20_2_S20_R1_001.fastq.gz	ERR2685945	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685945/ERR2685945.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM20	ERS2599937	SAMEA4779992	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM20	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM20_3_S20	group 29	sequencing assay	ERX2700469	SM20_3_S20_R1_001.fastq.gz	SM20_3_S20_R1_001.fastq.gz	ERR2685946	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685946/ERR2685946.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM20	ERS2599937	SAMEA4779992	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM20	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM20_4_S20	group 29	sequencing assay	ERX2700469	SM20_4_S20_R1_001.fastq.gz	SM20_4_S20_R1_001.fastq.gz	ERR2685947	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685947/ERR2685947.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM20	ERS2599937	SAMEA4779992	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM20	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM20_S20	group 29	sequencing assay	ERX2700469	SM20_S20_R1_001.fastq.gz	SM20_S20_R1_001.fastq.gz	ERR2685948	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685948/ERR2685948.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM21	ERS2599938	SAMEA4779993	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM21	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM21_2_S21	group 30	sequencing assay	ERX2700470	SM21_2_S21_R1_001.fastq.gz	SM21_2_S21_R1_001.fastq.gz	ERR2685949	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685949/ERR2685949.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM21	ERS2599938	SAMEA4779993	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM21	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM21_3_S21	group 30	sequencing assay	ERX2700470	SM21_3_S21_R1_001.fastq.gz	SM21_3_S21_R1_001.fastq.gz	ERR2685950	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685950/ERR2685950.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM21	ERS2599938	SAMEA4779993	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM21	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM21_4_S21	group 30	sequencing assay	ERX2700470	SM21_4_S21_R1_001.fastq.gz	SM21_4_S21_R1_001.fastq.gz	ERR2685951	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685951/ERR2685951.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM21	ERS2599938	SAMEA4779993	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM21	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM21_S21	group 30	sequencing assay	ERX2700470	SM21_S21_R1_001.fastq.gz	SM21_S21_R1_001.fastq.gz	ERR2685952	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685952/ERR2685952.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	2	hour
SM43	ERS2599939	SAMEA4779994	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM43	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM43_2_S43	group 31	sequencing assay	ERX2700471	SM43_2_S43_R1_001.fastq.gz	SM43_2_S43_R1_001.fastq.gz	ERR2685953	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685953/ERR2685953.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM43	ERS2599939	SAMEA4779994	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM43	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM43_3_S43	group 31	sequencing assay	ERX2700471	SM43_3_S43_R1_001.fastq.gz	SM43_3_S43_R1_001.fastq.gz	ERR2685954	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685954/ERR2685954.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM43	ERS2599939	SAMEA4779994	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM43	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM43_4_S43	group 31	sequencing assay	ERX2700471	SM43_4_S43_R1_001.fastq.gz	SM43_4_S43_R1_001.fastq.gz	ERR2685955	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685955/ERR2685955.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM43	ERS2599939	SAMEA4779994	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM43	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM43_S43	group 31	sequencing assay	ERX2700471	SM43_S43_R1_001.fastq.gz	SM43_S43_R1_001.fastq.gz	ERR2685956	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685956/ERR2685956.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM44	ERS2599940	SAMEA4779995	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM44	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM44_2_S44	group 32	sequencing assay	ERX2700472	SM44_2_S44_R1_001.fastq.gz	SM44_2_S44_R1_001.fastq.gz	ERR2685957	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685957/ERR2685957.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM44	ERS2599940	SAMEA4779995	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM44	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM44_3_S44	group 32	sequencing assay	ERX2700472	SM44_3_S44_R1_001.fastq.gz	SM44_3_S44_R1_001.fastq.gz	ERR2685958	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685958/ERR2685958.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM44	ERS2599940	SAMEA4779995	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM44	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM44_4_S44	group 32	sequencing assay	ERX2700472	SM44_4_S44_R1_001.fastq.gz	SM44_4_S44_R1_001.fastq.gz	ERR2685959	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685959/ERR2685959.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM44	ERS2599940	SAMEA4779995	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM44	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM44_S44	group 32	sequencing assay	ERX2700472	SM44_S44_R1_001.fastq.gz	SM44_S44_R1_001.fastq.gz	ERR2685960	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685960/ERR2685960.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
